"attr1","attr2","attr3","attr4","attr5","attr6","class"
0.230019609413503,5.07257829740779,-0.276060549818205,0.832444120816338,-0.377865729230482,0.480322299338951,1
0.155491119568005,-0.169390381254363,0.670652187604262,-0.859552545892191,-0.377865729230482,-0.945723243031549,1
-0.784414818483519,-0.443653721184366,5.67470528398016,-0.859552545892191,-0.377865729230482,-0.945723243031549,1
0.546088178758276,0.131414568668866,-0.456386789327247,-0.859552545892191,-0.377865729230482,-0.945723243031549,1
-0.102987249896155,-0.394994101196785,-0.140815880186424,0.979702690529873,-0.377865729230482,1.01356580022536,1
-0.180395249735684,-0.381723291200172,0.264918158708919,0.772949980932073,1.46898150248585,0.852069219956902,1
-0.0686025139674368,-0.346334471209204,-0.185897440063684,0.899111320686649,1.74338110274085,1.0623195003064,1
-0.0824919149386433,-0.448077321183237,0.896059986990564,-0.859552545892191,-0.377865729230482,-0.945723243031549,1
-0.151600159795378,-0.368452481203559,0.625570627727002,1.19742590010633,-0.377865729230482,1.01051870022029,1
-0.784414818483519,-0.470195331177592,-0.591631468959028,-0.859552545892191,-0.377865729230482,-0.945723243031549,1
-0.0811368519414525,-0.324216461214849,1.03130469662234,1.1716873001564,-0.377865729230482,1.39750120086357,1
-0.784414818483519,-0.470195331177592,-0.591631468959028,-0.859552545892191,-0.377865729230482,-0.945723243031549,1
0.775093908283534,-0.443653721184366,-0.501468349204507,-0.859552545892191,-0.377865729230482,-0.945723243031549,1
0.537619028775833,1.58677969829743,-0.276060549818205,2.37549449781461,-0.377865729230482,0.80940973988599,1
1.30407679718692,1.06037099843178,-0.366223669572726,1.86536379880698,-0.377865729230482,0.943482400108857,1
0.386021299090103,1.77699459824888,-0.411305229449986,0.769574420938639,-0.377865729230482,0.89777581003288,1
-0.784414818483519,-0.470195331177592,-0.591631468959028,-0.859552545892191,-0.377865729230482,-0.945723243031549,1
-0.101124039900018,-0.279980441226138,-0.276060549818205,-0.859552545892191,-0.377865729230482,-0.945723243031549,1
7.46961588440542,-0.448077321183237,-0.591631468959028,-0.859552545892191,-0.377865729230482,-0.945723243031549,1
-0.784414818483519,-0.470195331177592,-0.591631468959028,-0.859552545892191,-0.377865729230482,-0.945723243031549,1
0.815068288200665,2.72806909800615,-0.0506527584319034,0.629910861210329,0.791016161855793,0.654007339627666,1
0.764084018306358,0.569351188557097,-0.501468349204507,1.37801809975502,-0.377865729230482,0.873398959992358,1
-0.442261279192822,-0.443653721184366,1.43703869551769,-0.194146367186618,0.127044101238745,1.27866400066603,1
-0.784414818483519,-0.470195331177592,-0.591631468959028,-0.859552545892191,-0.377865729230482,-0.945723243031549,1
-0.784414818483519,-0.470195331177592,-0.591631468959028,-0.859552545892191,-0.377865729230482,-0.945723243031549,1
-0.784414818483519,-0.470195331177592,-0.591631468959028,-0.859552545892191,-0.377865729230482,-0.945723243031549,1
-0.784414818483519,-0.470195331177592,-0.591631468959028,-0.859552545892191,-0.377865729230482,-0.945723243031549,1
0.601645778643102,0.600316408549194,0.309999718586179,0.885609110712915,0.728062941797289,1.05622530029627,1
0.145158759589424,-0.173813981253234,-0.185897440063684,0.545100051375313,-0.377865729230482,1.16592110047861,1
-0.29540626949726,-0.412688511192269,0.0395103603226173,-0.859552545892191,-0.377865729230482,-0.945723243031549,1
0.222397379429304,-0.209202801244202,-0.0957343173091638,0.0467838273446966,-0.377865729230482,1.2634285006407,1
0.60486405863643,0.578198398554839,0.0845919191998776,-0.859552545892191,-0.377865729230482,-0.945723243031549,1
-0.140251499818905,-0.0853419412758137,0.850978427113304,0.425267871608425,0.740508711808855,1.16896820048368,1
-0.182766619730768,0.0517897286891878,0.35508127846344,1.15438760019006,0.626751721703138,1.30608800071161,1
-0.784414818483519,-0.470195331177592,-0.591631468959028,-0.859552545892191,-0.377865729230482,-0.945723243031549,1
0.00711165997560355,-0.271133231228396,0.580489067849742,1.06873290035668,-0.377865729230482,1.24209880060524,1
-0.322676919440727,-0.37287609120243,1.93293589416755,-0.859552545892191,-0.377865729230482,-0.945723243031549,1
-0.784414818483519,-0.470195331177592,-0.591631468959028,-0.859552545892191,-0.377865729230482,-0.945723243031549,1
0.25271691936645,0.184497798655318,0.264918158708919,0.602062531264503,-0.377865729230482,1.20553350054446,1
-0.784414818483519,-0.470195331177592,-0.591631468959028,-0.859552545892191,-0.377865729230482,-0.945723243031549,1
-0.784414818483519,-0.470195331177592,-0.591631468959028,-0.859552545892191,-0.377865729230482,-0.945723243031549,1
-0.184460449727257,-0.37287609120243,0.35508127846344,1.23962040002425,-0.377865729230482,1.08669640034692,1
-0.784414818483519,-0.470195331177592,-0.591631468959028,-0.859552545892191,-0.377865729230482,-0.945723243031549,1
1.63301849650501,4.67887769750827,-0.456386789327247,1.46029729959496,1.24485880227756,0.300543059040106,1
-0.784414818483519,-0.470195331177592,-0.591631468959028,-0.859552545892191,-0.377865729230482,-0.945723243031549,1
1.55916749665811,5.05046029741344,-0.501468349204507,0.948056860591434,-0.377865729230482,0.309684369055302,1
0.286593509296222,0.0517897286891878,0.44524438821796,0.57252643132196,1.0542212021004,1.14154430043809,1
-0.784414818483519,-0.470195331177592,-0.591631468959028,-0.859552545892191,-0.377865729230482,-0.945723243031549,1
-0.784414818483519,-0.470195331177592,-0.591631468959028,-0.859552545892191,-0.377865729230482,-0.945723243031549,1
-0.0655536209737574,-0.32864006121372,-0.321142109695466,0.501217841460678,-0.377865729230482,1.62908120124852,1
