"Whether_of_not_the_TA_is_a_native_English_speaker1","Whether_of_not_the_TA_is_a_native_English_speaker2","Course_instructor","Course","Summer_or_regular_semester1","Summer_or_regular_semester2","Class_size","binaryClass"
1,0,1.37092278583821,-0.72693948891066,1,0,-0.687739708514544,1
0,1,0.198895379403279,-0.72693948891066,1,0,-0.842853518799378,1
1,0,1.37092278583821,-0.72693948891066,0,1,1.63896744575796,1
1,0,-1.26613887864039,-0.869310257815342,0,1,0.398056963479292,1
0,1,-0.973132027031655,0.412026662326794,0,1,2.10430887661246,1
0,1,1.37092278583821,-0.72693948891066,1,0,-0.610182803372127,1
0,1,-0.680125175422921,-0.442197951101297,0,1,-0.687739708514544,1
0,1,-0.533621749618554,-0.72693948891066,0,1,-0.0672844673752093,1
1,0,1.22441936003385,-0.72693948891066,1,0,2.33697959203971,1
0,1,0.198895379403279,-0.72693948891066,1,0,-0.610182803372127,1
0,1,-0.533621749618554,1.97810512027829,0,1,-1.46330875993871,1
0,1,-0.0941114722054541,-1.01168102672002,0,1,0.165386248052041,1
0,1,0.63840565681638,1.83573435137361,0,1,0.0878293429096243,1
0,1,-1.11963545283602,1.26625127575489,0,1,0.863398394333793,1
0,1,-1.11963545283602,1.26625127575489,0,1,1.09606910976104,0
0,1,-1.11963545283602,1.26625127575489,0,1,1.17362601490346,0
0,1,-0.973132027031655,0.412026662326794,0,1,-1.3857518547963,0
0,1,1.22441936003385,-0.72693948891066,0,1,1.40629673033071,0
0,1,-0.0941114722054541,-0.72693948891066,1,0,-1.3857518547963,0
0,1,-0.973132027031655,2.40521742699234,0,1,1.09606910976104,0
0,1,1.66392963744695,-0.157456413291933,0,1,-0.0672844673752093,0
0,1,1.66392963744695,-0.157456413291933,0,1,-0.377512087944877,0
0,1,-1.70564915605349,0.127285124517431,0,1,0.242943153194458,0
0,1,-1.85215258185786,0.981509737945522,1,0,-0.455068993087293,0
0,1,0.198895379403279,0.696768200136158,0,1,0.708284584048959,0
0,1,-0.973132027031655,0.412026662326794,0,1,-1.15308113936904,0
0,1,-0.826628601227288,-0.72693948891066,0,1,-0.29995518280246,0
0,1,0.0523919535989127,0.981509737945522,0,1,0.785841489191376,0
0,1,1.07791593422948,-0.869310257815342,0,1,1.09606910976104,0
0,1,1.22441936003385,-0.72693948891066,0,1,0.0102724377672075,0
0,1,-0.387118323814188,-1.01168102672002,0,1,1.79408125604279,0
0,1,0.63840565681638,-0.442197951101297,0,1,-0.687739708514544,0
0,1,-0.0941114722054541,-1.01168102672002,0,1,0.242943153194458,0
1,0,-0.0941114722054541,-0.72693948891066,1,0,-1.15308113936904,0
0,1,-1.26613887864039,-0.869310257815342,0,1,0.708284584048959,0
0,1,0.345398805207646,-0.0150856443872511,0,1,0.630727678906542,0
0,1,-1.41264230444475,1.1238805068502,0,1,-0.53262589822971,0
0,1,-1.26613887864039,-0.869310257815342,0,1,1.56141054061554,0
0,1,0.0523919535989127,0.981509737945522,0,1,0.785841489191376,0
1,0,1.37092278583821,-0.72693948891066,1,0,-0.687739708514544,1
0,1,0.198895379403279,-0.72693948891066,1,0,-0.842853518799378,1
1,0,1.37092278583821,-0.72693948891066,0,1,1.63896744575796,1
1,0,-1.26613887864039,-0.869310257815342,0,1,0.398056963479292,1
0,1,-0.973132027031655,0.412026662326794,0,1,2.10430887661246,1
0,1,1.37092278583821,-0.72693948891066,1,0,-0.610182803372127,1
0,1,-0.680125175422921,-0.442197951101297,0,1,-0.687739708514544,1
0,1,-0.533621749618554,-0.72693948891066,0,1,-0.0672844673752093,1
1,0,1.22441936003385,-0.72693948891066,0,1,2.33697959203971,1
0,1,0.198895379403279,-0.72693948891066,1,0,-0.610182803372127,1
0,1,-0.533621749618554,1.97810512027829,0,1,-1.46330875993871,1
0,1,-0.0941114722054541,-1.01168102672002,0,1,0.165386248052041,1
0,1,0.63840565681638,1.83573435137361,0,1,0.0878293429096243,1
0,1,-1.11963545283602,1.26625127575489,0,1,0.863398394333793,1
0,1,-1.11963545283602,1.26625127575489,0,1,1.09606910976104,0
0,1,-1.11963545283602,1.26625127575489,0,1,1.17362601490346,0
0,1,-0.973132027031655,0.412026662326794,0,1,-1.3857518547963,0
0,1,1.22441936003385,-0.72693948891066,0,1,1.40629673033071,0
0,1,-0.0941114722054541,-0.72693948891066,1,0,-1.3857518547963,0
0,1,-0.973132027031655,2.40521742699234,0,1,1.09606910976104,0
0,1,1.66392963744695,-0.157456413291933,0,1,-0.0672844673752093,0
0,1,1.66392963744695,-0.157456413291933,0,1,-0.377512087944877,0
0,1,-1.70564915605349,0.127285124517431,0,1,0.242943153194458,0
0,1,-1.85215258185786,0.981509737945522,1,0,-0.455068993087293,0
0,1,0.198895379403279,0.696768200136158,0,1,0.708284584048959,0
0,1,-0.973132027031655,0.412026662326794,0,1,-1.15308113936904,0
0,1,-0.826628601227288,-0.72693948891066,0,1,-0.29995518280246,0
